2.02E+13,wrongtime,x,y,team,time
Matt Haack,2036.045,94.96,23.62,home,73
Torry McTyer,2036.045,52.4,45.88,home,73
Jerome Baker,2036.045,78.08,29.77,home,73
Durham Smythe,2036.045,75.92,24.1,home,73
Dane Cruikshank,2036.045,79.23,1.03,away,73
football,2036.045,42.56,27.38,football,73
Rishard Matthews,2036.046,32.71,27.74,away,74
Brandon Bolden,2036.046,79.05,-0.64,home,74
Logan Ryan,2036.046,56.43,9.6,away,74
Daren Bates,2036.046,75.93,26.14,away,74
Brynden Trawick,2036.046,80,24.36,away,74
Walt Aikens,2036.046,57.87,9.02,home,74
David Fluellen,2036.046,78.83,29.36,away,74
Senorise Perry,2036.046,72.84,24.79,home,74
Stephone Anthony,2036.046,72.87,20.19,home,74
A.J. Derby,2036.046,80.19,25.66,home,74
LeShaun Sims,2036.046,71.78,24.32,away,74
Aaron Wallace,2036.046,71.21,21.99,away,74
Tanner McEvoy,2036.046,81.91,22.57,home,74
Kenneth Durden,2036.046,52.26,44.73,away,74
Jonnu Smith,2036.046,86.37,25.43,away,74
Jayon Brown,2036.046,72.85,17.63,away,74
Chase Allen,2036.046,75.12,29.56,home,74
Matt Haack,2036.046,94.49,23.69,home,74
Torry McTyer,2036.046,51.58,45.65,home,74
Jerome Baker,2036.046,77.28,30.14,home,74
Durham Smythe,2036.046,75.19,24.3,home,74
Dane Cruikshank,2036.046,78.69,0.86,away,74
football,2036.046,41.19,27.52,football,74
Rishard Matthews,2036.047,32.28,27.93,away,75
Brandon Bolden,2036.047,78.4,-0.8,home,75
Logan Ryan,2036.047,55.95,10.21,away,75
Daren Bates,2036.047,75.07,26.22,away,75
Brynden Trawick,2036.047,79.28,24.47,away,75
Walt Aikens,2036.047,57.16,9.4,home,75
David Fluellen,2036.047,78,29.56,away,75
Senorise Perry,2036.047,72.27,25.22,home,75
Stephone Anthony,2036.047,71.99,20.21,home,75
A.J. Derby,2036.047,79.54,25.89,home,75
LeShaun Sims,2036.047,71.26,24.7,away,75
Aaron Wallace,2036.047,70.42,22.17,away,75
Tanner McEvoy,2036.047,81.13,22.59,home,75
Kenneth Durden,2036.047,51.47,44.44,away,75
Jonnu Smith,2036.047,85.62,25.6,away,75
Jayon Brown,2036.047,72.01,17.74,away,75
Chase Allen,2036.047,74.21,29.65,home,75
Matt Haack,2036.047,94.01,23.77,home,75
Torry McTyer,2036.047,50.75,45.43,home,75
Jerome Baker,2036.047,76.48,30.52,home,75
Durham Smythe,2036.047,74.45,24.49,home,75
Dane Cruikshank,2036.047,78.14,0.72,away,75
football,2036.047,39.83,27.64,football,75
Rishard Matthews,2036.048,31.85,28.11,away,76
Brandon Bolden,2036.048,77.72,-0.9,home,76
Logan Ryan,2036.048,55.46,10.78,away,76
Daren Bates,2036.048,74.21,26.31,away,76
Brynden Trawick,2036.048,78.57,24.61,away,76
Walt Aikens,2036.048,56.44,9.75,home,76
David Fluellen,2036.048,77.16,29.77,away,76
Senorise Perry,2036.048,71.69,25.68,home,76
Stephone Anthony,2036.048,71.11,20.24,home,76
A.J. Derby,2036.048,78.89,26.15,home,76
LeShaun Sims,2036.048,70.73,25.11,away,76
Aaron Wallace,2036.048,69.62,22.35,away,76
Tanner McEvoy,2036.048,80.35,22.62,home,76
Kenneth Durden,2036.048,50.68,44.16,away,76
Jonnu Smith,2036.048,84.87,25.79,away,76
Jayon Brown,2036.048,71.17,17.86,away,76
Chase Allen,2036.048,73.3,29.74,home,76
Matt Haack,2036.048,93.52,23.84,home,76
Torry McTyer,2036.048,49.93,45.21,home,76
Jerome Baker,2036.048,75.69,30.88,home,76
Durham Smythe,2036.048,73.71,24.67,home,76
Dane Cruikshank,2036.048,77.58,0.62,away,76
football,2036.048,38.48,27.78,football,76
Rishard Matthews,2036.049,31.41,28.28,away,77
Brandon Bolden,2036.049,77.03,-0.97,home,77
Logan Ryan,2036.049,54.95,11.31,away,77
Daren Bates,2036.049,73.36,26.41,away,77
Brynden Trawick,2036.049,77.87,24.79,away,77
Walt Aikens,2036.049,55.69,10.09,home,77
David Fluellen,2036.049,76.31,30,away,77
Senorise Perry,2036.049,71.11,26.14,home,77
Stephone Anthony,2036.049,70.23,20.25,home,77
A.J. Derby,2036.049,78.24,26.45,home,77
LeShaun Sims,2036.049,70.19,25.53,away,77
Aaron Wallace,2036.049,68.81,22.53,away,77
Tanner McEvoy,2036.049,79.57,22.64,home,77
Kenneth Durden,2036.049,49.88,43.87,away,77
Jonnu Smith,2036.049,84.12,25.98,away,77
Jayon Brown,2036.049,70.34,17.99,away,77
Chase Allen,2036.049,72.38,29.84,home,77
Matt Haack,2036.049,93.03,23.92,home,77
Torry McTyer,2036.049,49.1,44.98,home,77
Jerome Baker,2036.049,74.89,31.25,home,77
Durham Smythe,2036.049,72.96,24.84,home,77
Dane Cruikshank,2036.049,77,0.56,away,77
football,2036.049,37.16,27.9,football,77
Rishard Matthews,2036.05,30.97,28.43,away,78
Brandon Bolden,2036.05,76.32,-0.99,home,78
Logan Ryan,2036.05,54.41,11.8,away,78
Daren Bates,2036.05,72.51,26.52,away,78
Brynden Trawick,2036.05,77.17,24.99,away,78
Walt Aikens,2036.05,54.93,10.42,home,78
David Fluellen,2036.05,75.46,30.24,away,78
Senorise Perry,2036.05,70.52,26.62,home,78
Stephone Anthony,2036.05,69.35,20.26,home,78
A.J. Derby,2036.05,77.6,26.76,home,78
LeShaun Sims,2036.05,69.65,25.97,away,78
Aaron Wallace,2036.05,67.99,22.7,away,78
Tanner McEvoy,2036.05,78.78,22.66,home,78
Kenneth Durden,2036.05,49.06,43.6,away,78
Jonnu Smith,2036.05,83.36,26.19,away,78
Jayon Brown,2036.05,69.5,18.13,away,78
Chase Allen,2036.05,71.46,29.95,home,78
Matt Haack,2036.05,92.52,23.99,home,78
Torry McTyer,2036.05,48.28,44.73,home,78
Jerome Baker,2036.05,74.07,31.6,home,78
Durham Smythe,2036.05,72.22,25.02,home,78
Dane Cruikshank,2036.05,76.41,0.54,away,78
football,2036.05,35.85,28.02,football,78
Rishard Matthews,2036.051,30.52,28.55,away,79
Brandon Bolden,2036.051,75.58,-0.98,home,79
Logan Ryan,2036.051,53.85,12.25,away,79
Daren Bates,2036.051,71.64,26.63,away,79
Brynden Trawick,2036.051,76.48,25.23,away,79
Walt Aikens,2036.051,54.15,10.75,home,79
David Fluellen,2036.051,74.61,30.49,away,79
Senorise Perry,2036.051,69.93,27.11,home,79
Stephone Anthony,2036.051,68.46,20.27,home,79
A.J. Derby,2036.051,76.97,27.1,home,79
LeShaun Sims,2036.051,69.1,26.43,away,79
Aaron Wallace,2036.051,67.17,22.87,away,79
Tanner McEvoy,2036.051,77.98,22.68,home,79
Kenneth Durden,2036.051,48.24,43.33,away,79
Jonnu Smith,2036.051,82.6,26.4,away,79
Jayon Brown,2036.051,68.66,18.27,away,79
Chase Allen,2036.051,70.53,30.05,home,79
Matt Haack,2036.051,92.01,24.07,home,79
Torry McTyer,2036.051,47.46,44.47,home,79
Jerome Baker,2036.051,73.24,31.95,home,79
Durham Smythe,2036.051,71.47,25.19,home,79
Dane Cruikshank,2036.051,75.8,0.55,away,79
football,2036.051,34.52,28.14,football,79
Rishard Matthews,2036.052,30.07,28.65,away,80
Brandon Bolden,2036.052,74.82,-0.93,home,80
Logan Ryan,2036.052,53.26,12.65,away,80
Daren Bates,2036.052,70.77,26.76,away,80
Brynden Trawick,2036.052,75.81,25.53,away,80
Walt Aikens,2036.052,53.37,11.09,home,80
David Fluellen,2036.052,73.76,30.74,away,80
Senorise Perry,2036.052,69.33,27.61,home,80
Stephone Anthony,2036.052,67.58,20.29,home,80
A.J. Derby,2036.052,76.34,27.46,home,80
LeShaun Sims,2036.052,68.54,26.9,away,80
Aaron Wallace,2036.052,66.35,23.04,away,80
Tanner McEvoy,2036.052,77.18,22.71,home,80
Kenneth Durden,2036.052,47.42,43.06,away,80
Jonnu Smith,2036.052,81.85,26.61,away,80
Jayon Brown,2036.052,67.8,18.42,away,80
Chase Allen,2036.052,69.61,30.17,home,80
Matt Haack,2036.052,91.49,24.15,home,80
Torry McTyer,2036.052,46.66,44.2,home,80
Jerome Baker,2036.052,72.41,32.31,home,80
Durham Smythe,2036.052,70.71,25.35,home,80
Dane Cruikshank,2036.052,75.16,0.6,away,80
football,2036.052,33.27,28.25,football,80
Rishard Matthews,2036.053,29.63,28.73,away,81
Brandon Bolden,2036.053,74.05,-0.84,home,81
Logan Ryan,2036.053,52.64,13.01,away,81
Daren Bates,2036.053,69.9,26.88,away,81
Brynden Trawick,2036.053,75.15,25.86,away,81
Walt Aikens,2036.053,52.58,11.44,home,81
David Fluellen,2036.053,72.9,31.01,away,81
Senorise Perry,2036.053,68.73,28.13,home,81
Stephone Anthony,2036.053,66.7,20.3,home,81
A.J. Derby,2036.053,75.72,27.83,home,81
LeShaun Sims,2036.053,67.97,27.38,away,81
Aaron Wallace,2036.053,65.51,23.2,away,81
Tanner McEvoy,2036.053,76.37,22.75,home,81
Kenneth Durden,2036.053,46.6,42.8,away,81
Jonnu Smith,2036.053,81.09,26.84,away,81
Jayon Brown,2036.053,66.96,18.56,away,81
Chase Allen,2036.053,68.67,30.28,home,81
Matt Haack,2036.053,90.97,24.22,home,81
Torry McTyer,2036.053,45.85,43.9,home,81
Jerome Baker,2036.053,71.58,32.66,home,81
Durham Smythe,2036.053,69.95,25.5,home,81
Dane Cruikshank,2036.053,74.49,0.69,away,81
football,2036.053,32.06,28.37,football,81
Rishard Matthews,2036.054,29.19,28.79,away,82
Brandon Bolden,2036.054,73.26,-0.7,home,82
Logan Ryan,2036.054,51.98,13.32,away,82
Daren Bates,2036.054,69.03,27.01,away,82
Brynden Trawick,2036.054,74.51,26.21,away,82
Walt Aikens,2036.054,51.77,11.8,home,82
David Fluellen,2036.054,72.04,31.27,away,82
Senorise Perry,2036.054,68.12,28.65,home,82
Stephone Anthony,2036.054,65.81,20.31,home,82
A.J. Derby,2036.054,75.09,28.2,home,82
LeShaun Sims,2036.054,67.4,27.87,away,82
Aaron Wallace,2036.054,64.68,23.36,away,82
Tanner McEvoy,2036.054,75.56,22.81,home,82
Kenneth Durden,2036.054,45.78,42.53,away,82
Jonnu Smith,2036.054,80.33,27.08,away,82
Jayon Brown,2036.054,66.1,18.71,away,82
Chase Allen,2036.054,67.73,30.39,home,82
Matt Haack,2036.054,90.44,24.3,home,82
Torry McTyer,2036.054,45.05,43.6,home,82
Jerome Baker,2036.054,70.75,33,home,82
Durham Smythe,2036.054,69.19,25.65,home,82
Dane Cruikshank,2036.054,73.8,0.8,away,82
football,2036.054,30.98,28.49,football,82
Rishard Matthews,2036.055,28.76,28.82,away,83
Brandon Bolden,2036.055,72.46,-0.54,home,83
Logan Ryan,2036.055,51.3,13.59,away,83
Daren Bates,2036.055,68.15,27.13,away,83
Brynden Trawick,2036.055,73.87,26.6,away,83
Walt Aikens,2036.055,50.95,12.17,home,83
David Fluellen,2036.055,71.18,31.54,away,83
Senorise Perry,2036.055,67.51,29.19,home,83
Stephone Anthony,2036.055,64.92,20.34,home,83
A.J. Derby,2036.055,74.46,28.58,home,83
LeShaun Sims,2036.055,66.82,28.37,away,83
Aaron Wallace,2036.055,63.83,23.52,away,83
Tanner McEvoy,2036.055,74.74,22.87,home,83
Kenneth Durden,2036.055,44.96,42.28,away,83
Jonnu Smith,2036.055,79.58,27.32,away,83
Jayon Brown,2036.055,65.25,18.85,away,83
Chase Allen,2036.055,66.78,30.49,home,83
Matt Haack,2036.055,89.9,24.37,home,83
Torry McTyer,2036.055,44.26,43.28,home,83
Jerome Baker,2036.055,69.91,33.33,home,83
Durham Smythe,2036.055,68.43,25.79,home,83
Dane Cruikshank,2036.055,73.1,0.94,away,83
football,2036.055,29.9,28.6,football,83
Rishard Matthews,2036.056,28.34,28.84,away,84
Brandon Bolden,2036.056,71.65,-0.34,home,84
Logan Ryan,2036.056,50.6,13.83,away,84
Daren Bates,2036.056,67.27,27.27,away,84
Brynden Trawick,2036.056,73.25,27.02,away,84
Walt Aikens,2036.056,50.13,12.54,home,84
David Fluellen,2036.056,70.33,31.81,away,84
Senorise Perry,2036.056,66.9,29.72,home,84
Stephone Anthony,2036.056,64.04,20.38,home,84
A.J. Derby,2036.056,73.82,28.97,home,84
LeShaun Sims,2036.056,66.23,28.87,away,84
Aaron Wallace,2036.056,62.98,23.68,away,84
Tanner McEvoy,2036.056,73.91,22.95,home,84
Kenneth Durden,2036.056,44.14,42.02,away,84
Jonnu Smith,2036.056,78.83,27.57,away,84
Jayon Brown,2036.056,64.39,18.98,away,84
Chase Allen,2036.056,65.84,30.58,home,84
Matt Haack,2036.056,89.35,24.44,home,84
Torry McTyer,2036.056,43.48,42.96,home,84
Jerome Baker,2036.056,69.06,33.65,home,84
Durham Smythe,2036.056,67.65,25.91,home,84
Dane Cruikshank,2036.056,72.37,1.1,away,84
football,2036.056,29.08,28.61,football,84
Rishard Matthews,2036.057,27.95,28.85,away,85
Brandon Bolden,2036.057,70.82,-0.1,home,85
Logan Ryan,2036.057,49.87,14.04,away,85
Daren Bates,2036.057,66.38,27.41,away,85
Brynden Trawick,2036.057,72.64,27.47,away,85
Walt Aikens,2036.057,49.3,12.92,home,85
David Fluellen,2036.057,69.48,32.09,away,85
Senorise Perry,2036.057,66.28,30.27,home,85
Stephone Anthony,2036.057,63.16,20.42,home,85
A.J. Derby,2036.057,73.18,29.34,home,85
LeShaun Sims,2036.057,65.63,29.38,away,85
Aaron Wallace,2036.057,62.13,23.84,away,85
Tanner McEvoy,2036.057,73.08,23.04,home,85
Kenneth Durden,2036.057,43.34,41.76,away,85
Jonnu Smith,2036.057,78.09,27.83,away,85
Jayon Brown,2036.057,63.55,19.12,away,85
Chase Allen,2036.057,64.9,30.65,home,85
Matt Haack,2036.057,88.8,24.5,home,85
Torry McTyer,2036.057,42.68,42.63,home,85
Jerome Baker,2036.057,68.21,33.96,home,85
Durham Smythe,2036.057,66.87,26.03,home,85
Dane Cruikshank,2036.057,71.64,1.28,away,85
football,2036.057,28.45,28.53,football,85
Rishard Matthews,2036.058,27.61,28.87,away,86
Brandon Bolden,2036.058,70,0.14,home,86
Logan Ryan,2036.058,49.12,14.25,away,86
Daren Bates,2036.058,65.49,27.55,away,86
Brynden Trawick,2036.058,72.05,27.95,away,86
Walt Aikens,2036.058,48.46,13.31,home,86
David Fluellen,2036.058,68.64,32.35,away,86
Senorise Perry,2036.058,65.67,30.81,home,86
Stephone Anthony,2036.058,62.28,20.46,home,86
A.J. Derby,2036.058,72.52,29.71,home,86
LeShaun Sims,2036.058,65.03,29.9,away,86
Aaron Wallace,2036.058,61.28,24,away,86
Tanner McEvoy,2036.058,72.25,23.14,home,86
Kenneth Durden,2036.058,42.54,41.5,away,86
Jonnu Smith,2036.058,77.35,28.09,away,86
Jayon Brown,2036.058,62.7,19.24,away,86
Chase Allen,2036.058,63.96,30.71,home,86
Matt Haack,2036.058,88.24,24.56,home,86
Torry McTyer,2036.058,41.89,42.31,home,86
Jerome Baker,2036.058,67.35,34.26,home,86
Durham Smythe,2036.058,66.09,26.14,home,86
Dane Cruikshank,2036.058,70.89,1.48,away,86
football,2036.058,27.9,28.53,football,86
Rishard Matthews,2036.059,27.34,28.89,away,87
Brandon Bolden,2036.059,69.18,0.41,home,87
Logan Ryan,2036.059,48.35,14.45,away,87
Daren Bates,2036.059,64.59,27.69,away,87
Brynden Trawick,2036.059,71.46,28.46,away,87
Walt Aikens,2036.059,47.61,13.71,home,87
David Fluellen,2036.059,67.81,32.61,away,87
Senorise Perry,2036.059,65.06,31.37,home,87
Stephone Anthony,2036.059,61.41,20.5,home,87
A.J. Derby,2036.059,71.85,30.06,home,87
LeShaun Sims,2036.059,64.44,30.43,away,87
Aaron Wallace,2036.059,60.43,24.17,away,87
Tanner McEvoy,2036.059,71.41,23.26,home,87
Kenneth Durden,2036.059,41.76,41.24,away,87
Jonnu Smith,2036.059,76.6,28.37,away,87
Jayon Brown,2036.059,61.86,19.37,away,87
Chase Allen,2036.059,63.02,30.75,home,87
Matt Haack,2036.059,87.68,24.62,home,87
Torry McTyer,2036.059,41.1,41.98,home,87
Jerome Baker,2036.059,66.49,34.55,home,87
Durham Smythe,2036.059,65.3,26.24,home,87
Dane Cruikshank,2036.059,70.15,1.71,away,87
football,2036.059,27.49,28.54,football,87
Rishard Matthews,2036.06,27.11,28.91,away,88
Brandon Bolden,2036.06,68.36,0.71,home,88
Logan Ryan,2036.06,47.58,14.67,away,88
Daren Bates,2036.06,63.7,27.84,away,88
Brynden Trawick,2036.06,70.89,28.98,away,88
Walt Aikens,2036.06,46.77,14.11,home,88
David Fluellen,2036.06,66.99,32.87,away,88
Senorise Perry,2036.06,64.46,31.93,home,88
Stephone Anthony,2036.06,60.53,20.55,home,88
A.J. Derby,2036.06,71.16,30.4,home,88
LeShaun Sims,2036.06,63.85,30.97,away,88
Aaron Wallace,2036.06,59.59,24.36,away,88
Tanner McEvoy,2036.06,70.57,23.4,home,88
Kenneth Durden,2036.06,40.99,40.97,away,88
Jonnu Smith,2036.06,75.87,28.65,away,88
Jayon Brown,2036.06,61.02,19.49,away,88
Chase Allen,2036.06,62.09,30.78,home,88
Matt Haack,2036.06,87.11,24.68,home,88
Torry McTyer,2036.06,40.33,41.67,home,88
Jerome Baker,2036.06,65.62,34.82,home,88
Durham Smythe,2036.06,64.52,26.33,home,88
Dane Cruikshank,2036.06,69.39,1.97,away,88
football,2036.06,27.19,28.56,football,88
Rishard Matthews,2036.061,26.96,28.95,away,89
Brandon Bolden,2036.061,67.54,1.02,home,89
Logan Ryan,2036.061,46.81,14.89,away,89
Daren Bates,2036.061,62.8,27.98,away,89
Brynden Trawick,2036.061,70.33,29.51,away,89
Walt Aikens,2036.061,45.95,14.52,home,89
David Fluellen,2036.061,66.2,33.11,away,89
Senorise Perry,2036.061,63.85,32.49,home,89
Stephone Anthony,2036.061,59.66,20.6,home,89
A.J. Derby,2036.061,70.46,30.73,home,89
LeShaun Sims,2036.061,63.26,31.53,away,89
Aaron Wallace,2036.061,58.76,24.56,away,89
Tanner McEvoy,2036.061,69.72,23.54,home,89
Kenneth Durden,2036.061,40.23,40.7,away,89
Jonnu Smith,2036.061,75.14,28.93,away,89
Jayon Brown,2036.061,60.19,19.61,away,89
Chase Allen,2036.061,61.16,30.79,home,89
Matt Haack,2036.061,86.53,24.75,home,89
Torry McTyer,2036.061,39.57,41.37,home,89
Jerome Baker,2036.061,64.74,35.08,home,89
Durham Smythe,2036.061,63.74,26.42,home,89
Dane Cruikshank,2036.061,68.64,2.25,away,89
football,2036.061,27.01,28.63,football,89
Rishard Matthews,2036.062,26.87,29,away,90
Brandon Bolden,2036.062,66.72,1.37,home,90
Logan Ryan,2036.062,46.05,15.15,away,90
Daren Bates,2036.062,61.91,28.12,away,90
Brynden Trawick,2036.062,69.77,30.04,away,90
Walt Aikens,2036.062,45.14,14.94,home,90
David Fluellen,2036.062,65.42,33.34,away,90
Senorise Perry,2036.062,63.25,33.05,home,90
Stephone Anthony,2036.062,58.78,20.66,home,90
A.J. Derby,2036.062,69.76,31.06,home,90
LeShaun Sims,2036.062,62.68,32.1,away,90
Aaron Wallace,2036.062,57.94,24.77,away,90
Tanner McEvoy,2036.062,68.88,23.7,home,90
Kenneth Durden,2036.062,39.49,40.43,away,90
Jonnu Smith,2036.062,74.42,29.21,away,90
Jayon Brown,2036.062,59.36,19.74,away,90
Chase Allen,2036.062,60.24,30.78,home,90
Matt Haack,2036.062,85.96,24.83,home,90
Torry McTyer,2036.062,38.85,41.08,home,90
Jerome Baker,2036.062,63.86,35.33,home,90
Durham Smythe,2036.062,62.96,26.5,home,90
Dane Cruikshank,2036.062,67.89,2.55,away,90
football,2036.062,26.91,28.74,football,90
Rishard Matthews,2036.063,26.84,29.06,away,91
Brandon Bolden,2036.063,65.91,1.74,home,91
Logan Ryan,2036.063,45.29,15.42,away,91
Daren Bates,2036.063,61.01,28.26,away,91
Brynden Trawick,2036.063,69.21,30.57,away,91
Walt Aikens,2036.063,44.34,15.37,home,91
David Fluellen,2036.063,64.66,33.55,away,91
Senorise Perry,2036.063,62.65,33.61,home,91
Stephone Anthony,2036.063,57.92,20.71,home,91
A.J. Derby,2036.063,69.04,31.38,home,91
LeShaun Sims,2036.063,62.1,32.67,away,91
Aaron Wallace,2036.063,57.13,25.01,away,91
Tanner McEvoy,2036.063,68.03,23.87,home,91
Kenneth Durden,2036.063,38.77,40.16,away,91
Jonnu Smith,2036.063,73.7,29.49,away,91
Jayon Brown,2036.063,58.54,19.87,away,91
Chase Allen,2036.063,59.34,30.76,home,91
Matt Haack,2036.063,85.38,24.91,home,91
Torry McTyer,2036.063,38.15,40.81,home,91
Jerome Baker,2036.063,62.98,35.58,home,91
Durham Smythe,2036.063,62.18,26.58,home,91
Dane Cruikshank,2036.063,67.14,2.87,away,91
football,2036.063,26.92,28.9,football,91
Rishard Matthews,2036.064,26.88,29.13,away,92
Brandon Bolden,2036.064,65.11,2.15,home,92
Logan Ryan,2036.064,44.54,15.72,away,92
Daren Bates,2036.064,60.11,28.39,away,92
Brynden Trawick,2036.064,68.66,31.08,away,92
Walt Aikens,2036.064,43.57,15.82,home,92
David Fluellen,2036.064,63.93,33.75,away,92
Senorise Perry,2036.064,62.05,34.18,home,92
Stephone Anthony,2036.064,57.05,20.77,home,92
A.J. Derby,2036.064,68.31,31.69,home,92
LeShaun Sims,2036.064,61.52,33.24,away,92
Aaron Wallace,2036.064,56.35,25.27,away,92
Tanner McEvoy,2036.064,67.18,24.05,home,92
Kenneth Durden,2036.064,38.07,39.9,away,92
Jonnu Smith,2036.064,72.99,29.79,away,92
Jayon Brown,2036.064,57.73,20,away,92
Chase Allen,2036.064,58.45,30.73,home,92
Matt Haack,2036.064,84.8,25,home,92
Torry McTyer,2036.064,37.5,40.55,home,92
Jerome Baker,2036.064,62.1,35.81,home,92
Durham Smythe,2036.064,61.39,26.66,home,92
Dane Cruikshank,2036.064,66.39,3.21,away,92
football,2036.064,27.03,29.06,football,92
Rishard Matthews,2036.065,27,29.23,away,93
Brandon Bolden,2036.065,64.32,2.59,home,93
Logan Ryan,2036.065,43.8,16.05,away,93
Daren Bates,2036.065,59.21,28.52,away,93
Brynden Trawick,2036.065,68.1,31.58,away,93
Walt Aikens,2036.065,42.81,16.28,home,93
David Fluellen,2036.065,63.23,33.94,away,93
Senorise Perry,2036.065,61.46,34.74,home,93
Stephone Anthony,2036.065,56.18,20.84,home,93
A.J. Derby,2036.065,67.58,32,home,93
LeShaun Sims,2036.065,60.94,33.82,away,93
Aaron Wallace,2036.065,55.59,25.54,away,93
Tanner McEvoy,2036.065,66.33,24.23,home,93
Kenneth Durden,2036.065,37.39,39.63,away,93
Jonnu Smith,2036.065,72.28,30.09,away,93
Jayon Brown,2036.065,56.94,20.15,away,93
Chase Allen,2036.065,57.58,30.69,home,93
Matt Haack,2036.065,84.22,25.1,home,93
Torry McTyer,2036.065,36.91,40.31,home,93
Jerome Baker,2036.065,61.21,36.03,home,93
Durham Smythe,2036.065,60.61,26.75,home,93
Dane Cruikshank,2036.065,65.64,3.58,away,93
football,2036.065,27.21,29.22,football,93
Rishard Matthews,2036.066,27.19,29.35,away,94
Brandon Bolden,2036.066,63.55,3.08,home,94
Logan Ryan,2036.066,43.09,16.4,away,94
Daren Bates,2036.066,58.31,28.65,away,94
Brynden Trawick,2036.066,67.54,32.06,away,94
Walt Aikens,2036.066,42.09,16.76,home,94
David Fluellen,2036.066,62.56,34.12,away,94
Senorise Perry,2036.066,60.88,35.3,home,94
Stephone Anthony,2036.066,55.33,20.92,home,94
A.J. Derby,2036.066,66.84,32.3,home,94
LeShaun Sims,2036.066,60.36,34.39,away,94
Aaron Wallace,2036.066,54.85,25.84,away,94
Tanner McEvoy,2036.066,65.48,24.42,home,94
Kenneth Durden,2036.066,36.73,39.37,away,94
Jonnu Smith,2036.066,71.56,30.4,away,94
Jayon Brown,2036.066,56.15,20.3,away,94
Chase Allen,2036.066,56.73,30.64,home,94
Matt Haack,2036.066,83.64,25.21,home,94
Torry McTyer,2036.066,36.37,40.08,home,94
Jerome Baker,2036.066,60.32,36.23,home,94
Durham Smythe,2036.066,59.83,26.84,home,94
Dane Cruikshank,2036.066,64.9,3.96,away,94
football,2036.066,27.44,29.39,football,94
Rishard Matthews,2036.067,27.44,29.48,away,95
Brandon Bolden,2036.067,62.8,3.59,home,95
Logan Ryan,2036.067,42.39,16.76,away,95
Daren Bates,2036.067,57.42,28.77,away,95
Brynden Trawick,2036.067,67,32.51,away,95
Walt Aikens,2036.067,41.4,17.26,home,95
David Fluellen,2036.067,61.92,34.29,away,95
Senorise Perry,2036.067,60.31,35.86,home,95
Stephone Anthony,2036.067,54.47,21.01,home,95
A.J. Derby,2036.067,66.1,32.6,home,95
LeShaun Sims,2036.067,59.78,34.96,away,95
Aaron Wallace,2036.067,54.14,26.17,away,95
Tanner McEvoy,2036.067,64.63,24.62,home,95
Kenneth Durden,2036.067,36.1,39.1,away,95
Jonnu Smith,2036.067,70.86,30.7,away,95
Jayon Brown,2036.067,55.38,20.48,away,95
Chase Allen,2036.067,55.91,30.59,home,95
Matt Haack,2036.067,83.06,25.32,home,95
Torry McTyer,2036.067,35.89,39.86,home,95
Jerome Baker,2036.067,59.43,36.42,home,95
Durham Smythe,2036.067,59.05,26.93,home,95
Dane Cruikshank,2036.067,64.17,4.35,away,95
football,2036.067,27.71,29.57,football,95
Rishard Matthews,2036.068,27.76,29.6,away,96
Brandon Bolden,2036.068,62.06,4.14,home,96
Logan Ryan,2036.068,41.71,17.14,away,96
Daren Bates,2036.068,56.54,28.89,away,96
Brynden Trawick,2036.068,66.46,32.95,away,96
Walt Aikens,2036.068,40.74,17.79,home,96
David Fluellen,2036.068,61.32,34.45,away,96
Senorise Perry,2036.068,59.75,36.42,home,96
Stephone Anthony,2036.068,53.63,21.12,home,96
A.J. Derby,2036.068,65.36,32.89,home,96
LeShaun Sims,2036.068,59.21,35.52,away,96
Aaron Wallace,2036.068,53.45,26.53,away,96
Tanner McEvoy,2036.068,63.78,24.82,home,96
Kenneth Durden,2036.068,35.52,38.84,away,96
Jonnu Smith,2036.068,70.15,31,away,96
Jayon Brown,2036.068,54.63,20.68,away,96
Chase Allen,2036.068,55.11,30.55,home,96
Matt Haack,2036.068,82.48,25.44,home,96
Torry McTyer,2036.068,35.48,39.64,home,96
Jerome Baker,2036.068,58.55,36.6,home,96
Durham Smythe,2036.068,58.28,27.03,home,96
Dane Cruikshank,2036.068,63.46,4.77,away,96
football,2036.068,28.05,29.74,football,96
Rishard Matthews,2036.069,28.13,29.72,away,97
Brandon Bolden,2036.069,61.35,4.71,home,97
Logan Ryan,2036.069,41.05,17.52,away,97
Daren Bates,2036.069,55.66,29,away,97
Brynden Trawick,2036.069,65.93,33.38,away,97
Walt Aikens,2036.069,40.12,18.35,home,97
David Fluellen,2036.069,60.77,34.6,away,97
Senorise Perry,2036.069,59.2,36.98,home,97
Stephone Anthony,2036.069,52.79,21.25,home,97
A.J. Derby,2036.069,64.62,33.18,home,97
LeShaun Sims,2036.069,58.65,36.09,away,97
Aaron Wallace,2036.069,52.8,26.9,away,97
Tanner McEvoy,2036.069,62.93,25.03,home,97
Kenneth Durden,2036.069,34.98,38.57,away,97
Jonnu Smith,2036.069,69.45,31.31,away,97
Jayon Brown,2036.069,53.89,20.9,away,97
Chase Allen,2036.069,54.35,30.49,home,97
Matt Haack,2036.069,81.9,25.57,home,97
Torry McTyer,2036.069,35.14,39.42,home,97
Jerome Baker,2036.069,57.67,36.76,home,97
Durham Smythe,2036.069,57.5,27.14,home,97
Dane Cruikshank,2036.069,62.76,5.2,away,97
football,2036.069,28.43,29.9,football,97
